product,price,quantity,date,region,revenue
magenta morsel,2.5,483,2021-03-04,west,1207.5
chartreuse morsel,3.0,414,2021-03-04,north,1242.0
chartreuse morsel,3.0,470,2021-03-04,south,1410.0
chartreuse morsel,3.0,435,2021-03-04,east,1305.0
chartreuse morsel,3.0,451,2021-03-04,west,1353.0
periwinkle morsel,1.25,495,2021-03-04,north,618.75
periwinkle morsel,1.25,455,2021-03-04,south,568.75
periwinkle morsel,1.25,485,2021-03-04,east,606.25
periwinkle morsel,1.25,454,2021-03-04,west,567.5
vermilion morsel,4.99,477,2021-03-04,north,2380.23
vermilion morsel,4.99,430,2021-03-04,south,2145.7000000000003
vermilion morsel,4.99,485,2021-03-04,east,2420.15
vermilion morsel,4.99,471,2021-03-04,west,2350.29
lapis morsel,1.99,442,2021-03-04,north,879.58
lapis morsel,1.99,440,2021-03-04,south,875.6
lapis morsel,1.99,411,2021-03-04,east,817.89
lapis morsel,1.99,449,2021-03-04,west,893.51
pink morsel,5.0,416,2021-03-05,north,2080.0
pink morsel,5.0,468,2021-03-05,south,2340.0
pink morsel,5.0,409,2021-03-05,east,2045.0
pink morsel,5.0,401,2021-03-05,west,2005.0
gold morsel,9.99,493,2021-03-05,north,4925.07
gold morsel,9.99,486,2021-03-05,south,4855.14
gold morsel,9.99,417,2021-03-05,east,4165.83
gold morsel,9.99,456,2021-03-05,west,4555.4400000000005
magenta morsel,2.5,449,2021-03-05,north,1122.5
magenta morsel,2.5,441,2021-03-05,south,1102.5
magenta morsel,2.5,454,2021-03-05,east,1135.0
magenta morsel,2.5,478,2021-03-05,west,1195.0
chartreuse morsel,3.0,482,2021-03-05,north,1446.0
chartreuse morsel,3.0,442,2021-03-05,south,1326.0
chartreuse morsel,3.0,494,2021-03-05,east,1482.0
chartreuse morsel,3.0,470,2021-03-05,west,1410.0
periwinkle morsel,1.25,436,2021-03-05,north,545.0
periwinkle morsel,1.25,492,2021-03-05,south,615.0
periwinkle morsel,1.25,471,2021-03-05,east,588.75
periwinkle morsel,1.25,476,2021-03-05,west,595.0
vermilion morsel,4.99,426,2021-03-05,north,2125.7400000000002
vermilion morsel,4.99,434,2021-03-05,south,2165.6600000000003
vermilion morsel,4.99,440,2021-03-05,east,2195.6
vermilion morsel,4.99,450,2021-03-05,west,2245.5
lapis morsel,1.99,485,2021-03-05,north,965.15
lapis morsel,1.99,447,2021-03-05,south,889.53
lapis morsel,1.99,441,2021-03-05,east,877.59
lapis morsel,1.99,455,2021-03-05,west,905.45
pink morsel,5.0,415,2021-03-06,north,2075.0
pink morsel,5.0,438,2021-03-06,south,2190.0
pink morsel,5.0,461,2021-03-06,east,2305.0
pink morsel,5.0,438,2021-03-06,west,2190.0
gold morsel,9.99,490,2021-03-06,north,4895.1
gold morsel,9.99,456,2021-03-06,south,4555.4400000000005
gold morsel,9.99,405,2021-03-06,east,4045.9500000000003
gold morsel,9.99,433,2021-03-06,west,4325.67
magenta morsel,2.5,429,2021-03-06,north,1072.5
magenta morsel,2.5,408,2021-03-06,south,1020.0
magenta morsel,2.5,486,2021-03-06,east,1215.0
magenta morsel,2.5,468,2021-03-06,west,1170.0
chartreuse morsel,3.0,438,2021-03-06,north,1314.0
chartreuse morsel,3.0,406,2021-03-06,south,1218.0
chartreuse morsel,3.0,432,2021-03-06,east,1296.0
chartreuse morsel,3.0,415,2021-03-06,west,1245.0
periwinkle morsel,1.25,500,2021-03-06,north,625.0
periwinkle morsel,1.25,433,2021-03-06,south,541.25
periwinkle morsel,1.25,437,2021-03-06,east,546.25
periwinkle morsel,1.25,453,2021-03-06,west,566.25
vermilion morsel,4.99,444,2021-03-06,north,2215.56
vermilion morsel,4.99,448,2021-03-06,south,2235.52
vermilion morsel,4.99,492,2021-03-06,east,2455.08
vermilion morsel,4.99,439,2021-03-06,west,2190.61
lapis morsel,1.99,421,2021-03-06,north,837.79
lapis morsel,1.99,402,2021-03-06,south,799.98
lapis morsel,1.99,472,2021-03-06,east,939.28
lapis morsel,1.99,479,2021-03-06,west,953.21
pink morsel,5.0,444,2021-03-07,north,2220.0
pink morsel,5.0,405,2021-03-07,south,2025.0
pink morsel,5.0,470,2021-03-07,east,2350.0
pink morsel,5.0,485,2021-03-07,west,2425.0
gold morsel,9.99,452,2021-03-07,north,4515.4800000000005
gold morsel,9.99,498,2021-03-07,south,4975.02
gold morsel,9.99,486,2021-03-07,east,4855.14
gold morsel,9.99,454,2021-03-07,west,4535.46
magenta morsel,2.5,410,2021-03-07,north,1025.0
magenta morsel,2.5,487,2021-03-07,south,1217.5
magenta morsel,2.5,491,2021-03-07,east,1227.5
magenta morsel,2.5,418,2021-03-07,west,1045.0
chartreuse morsel,3.0,475,2021-03-07,north,1425.0
chartreuse morsel,3.0,483,2021-03-07,south,1449.0
chartreuse morsel,3.0,416,2021-03-07,east,1248.0
chartreuse morsel,3.0,431,2021-03-07,west,1293.0
periwinkle morsel,1.25,400,2021-03-07,north,500.0
periwinkle morsel,1.25,477,2021-03-07,south,596.25
periwinkle morsel,1.25,478,2021-03-07,east,597.5
periwinkle morsel,1.25,498,2021-03-07,west,622.5
vermilion morsel,4.99,500,2021-03-07,north,2495.0
vermilion morsel,4.99,451,2021-03-07,south,2250.4900000000002
vermilion morsel,4.99,464,2021-03-07,east,2315.36
vermilion morsel,4.99,477,2021-03-07,west,2380.23
lapis morsel,1.99,411,2021-03-07,north,817.89
lapis morsel,1.99,421,2021-03-07,south,837.79
lapis morsel,1.99,496,2021-03-07,east,987.04
lapis morsel,1.99,434,2021-03-07,west,863.66
pink morsel,5.0,434,2021-03-08,north,2170.0
pink morsel,5.0,419,2021-03-08,south,2095.0
pink morsel,5.0,495,2021-03-08,east,2475.0
pink morsel,5.0,479,2021-03-08,west,2395.0
gold morsel,9.99,477,2021-03-08,north,4765.2300000000005
gold morsel,9.99,409,2021-03-08,south,4085.9100000000003
gold morsel,9.99,449,2021-03-08,east,4485.51
gold morsel,9.99,480,2021-03-08,west,4795.2
magenta morsel,2.5,403,2021-03-08,north,1007.5
magenta morsel,2.5,489,2021-03-08,south,1222.5
magenta morsel,2.5,467,2021-03-08,east,1167.5
magenta morsel,2.5,477,2021-03-08,west,1192.5
chartreuse morsel,3.0,471,2021-03-08,north,1413.0
chartreuse morsel,3.0,481,2021-03-08,south,1443.0
chartreuse morsel,3.0,473,2021-03-08,east,1419.0
chartreuse morsel,3.0,408,2021-03-08,west,1224.0
periwinkle morsel,1.25,488,2021-03-08,north,610.0
periwinkle morsel,1.25,405,2021-03-08,south,506.25
periwinkle morsel,1.25,455,2021-03-08,east,568.75
periwinkle morsel,1.25,488,2021-03-08,west,610.0
vermilion morsel,4.99,407,2021-03-08,north,2030.93
vermilion morsel,4.99,448,2021-03-08,south,2235.52
vermilion morsel,4.99,486,2021-03-08,east,2425.1400000000003
vermilion morsel,4.99,410,2021-03-08,west,2045.9
lapis morsel,1.99,461,2021-03-08,north,917.39
lapis morsel,1.99,410,2021-03-08,south,815.9
lapis morsel,1.99,497,2021-03-08,east,989.03
lapis morsel,1.99,463,2021-03-08,west,921.37
pink morsel,5.0,476,2021-03-09,north,2380.0
pink morsel,5.0,400,2021-03-09,south,2000.0
pink morsel,5.0,436,2021-03-09,east,2180.0
pink morsel,5.0,473,2021-03-09,west,2365.0
gold morsel,9.99,423,2021-03-09,north,4225.77
gold morsel,9.99,463,2021-03-09,south,4625.37
gold morsel,9.99,497,2021-03-09,east,4965.03
gold morsel,9.99,401,2021-03-09,west,4005.9900000000002
magenta morsel,2.5,431,2021-03-09,north,1077.5
magenta morsel,2.5,416,2021-03-09,south,1040.0
magenta morsel,2.5,436,2021-03-09,east,1090.0
magenta morsel,2.5,444,2021-03-09,west,1110.0
chartreuse morsel,3.0,435,2021-03-09,north,1305.0
chartreuse morsel,3.0,492,2021-03-09,south,1476.0
chartreuse morsel,3.0,476,2021-03-09,east,1428.0
chartreuse morsel,3.0,445,2021-03-09,west,1335.0
periwinkle morsel,1.25,459,2021-03-09,north,573.75
periwinkle morsel,1.25,470,2021-03-09,south,587.5
periwinkle morsel,1.25,472,2021-03-09,east,590.0
periwinkle morsel,1.25,407,2021-03-09,west,508.75
vermilion morsel,4.99,498,2021-03-09,north,2485.02
vermilion morsel,4.99,478,2021-03-09,south,2385.2200000000003
vermilion morsel,4.99,412,2021-03-09,east,2055.88
vermilion morsel,4.99,407,2021-03-09,west,2030.93
lapis morsel,1.99,415,2021-03-09,north,825.85
lapis morsel,1.99,476,2021-03-09,south,947.24
lapis morsel,1.99,471,2021-03-09,east,937.29
lapis morsel,1.99,436,2021-03-09,west,867.64
pink morsel,5.0,476,2021-03-10,north,2380.0
pink morsel,5.0,464,2021-03-10,south,2320.0
pink morsel,5.0,401,2021-03-10,east,2005.0
pink morsel,5.0,454,2021-03-10,west,2270.0
gold morsel,9.99,403,2021-03-10,north,4025.9700000000003
gold morsel,9.99,488,2021-03-10,south,4875.12
gold morsel,9.99,430,2021-03-10,east,4295.7
gold morsel,9.99,497,2021-03-10,west,4965.03
magenta morsel,2.5,403,2021-03-10,north,1007.5
magenta morsel,2.5,435,2021-03-10,south,1087.5
magenta morsel,2.5,493,2021-03-10,east,1232.5
magenta morsel,2.5,486,2021-03-10,west,1215.0
chartreuse morsel,3.0,460,2021-03-10,north,1380.0
chartreuse morsel,3.0,415,2021-03-10,south,1245.0
chartreuse morsel,3.0,454,2021-03-10,east,1362.0
chartreuse morsel,3.0,409,2021-03-10,west,1227.0
periwinkle morsel,1.25,442,2021-03-10,north,552.5
periwinkle morsel,1.25,444,2021-03-10,south,555.0
periwinkle morsel,1.25,491,2021-03-10,east,613.75
periwinkle morsel,1.25,477,2021-03-10,west,596.25
vermilion morsel,4.99,408,2021-03-10,north,2035.92
vermilion morsel,4.99,460,2021-03-10,south,2295.4
vermilion morsel,4.99,447,2021-03-10,east,2230.53
vermilion morsel,4.99,401,2021-03-10,west,2000.99
lapis morsel,1.99,498,2021-03-10,north,991.02
lapis morsel,1.99,463,2021-03-10,south,921.37
lapis morsel,1.99,481,2021-03-10,east,957.1899999999999
lapis morsel,1.99,499,2021-03-10,west,993.01
pink morsel,5.0,401,2021-03-11,north,2005.0
pink morsel,5.0,482,2021-03-11,south,2410.0
pink morsel,5.0,413,2021-03-11,east,2065.0
pink morsel,5.0,434,2021-03-11,west,2170.0
gold morsel,9.99,496,2021-03-11,north,4955.04
gold morsel,9.99,447,2021-03-11,south,4465.53
gold morsel,9.99,462,2021-03-11,east,4615.38
gold morsel,9.99,416,2021-03-11,west,4155.84
magenta morsel,2.5,433,2021-03-11,north,1082.5
magenta morsel,2.5,447,2021-03-11,south,1117.5
magenta morsel,2.5,430,2021-03-11,east,1075.0
magenta morsel,2.5,499,2021-03-11,west,1247.5
chartreuse morsel,3.0,465,2021-03-11,north,1395.0
chartreuse morsel,3.0,423,2021-03-11,south,1269.0
chartreuse morsel,3.0,481,2021-03-11,east,1443.0
chartreuse morsel,3.0,410,2021-03-11,west,1230.0
periwinkle morsel,1.25,475,2021-03-11,north,593.75
periwinkle morsel,1.25,420,2021-03-11,south,525.0
periwinkle morsel,1.25,441,2021-03-11,east,551.25
periwinkle morsel,1.25,500,2021-03-11,west,625.0
vermilion morsel,4.99,481,2021-03-11,north,2400.19
vermilion morsel,4.99,411,2021-03-11,south,2050.89
vermilion morsel,4.99,486,2021-03-11,east,2425.1400000000003
vermilion morsel,4.99,431,2021-03-11,west,2150.69
lapis morsel,1.99,478,2021-03-11,north,951.22
lapis morsel,1.99,468,2021-03-11,south,931.32
lapis morsel,1.99,491,2021-03-11,east,977.09
lapis morsel,1.99,441,2021-03-11,west,877.59
pink morsel,5.0,435,2021-03-12,north,2175.0
pink morsel,5.0,462,2021-03-12,south,2310.0
pink morsel,5.0,498,2021-03-12,east,2490.0
pink morsel,5.0,480,2021-03-12,west,2400.0
gold morsel,9.99,459,2021-03-12,north,4585.41
gold morsel,9.99,471,2021-03-12,south,4705.29
gold morsel,9.99,473,2021-03-12,east,4725.27
gold morsel,9.99,480,2021-03-12,west,4795.2
magenta morsel,2.5,416,2021-03-12,north,1040.0
magenta morsel,2.5,482,2021-03-12,south,1205.0
magenta morsel,2.5,481,2021-03-12,east,1202.5
magenta morsel,2.5,498,2021-03-12,west,1245.0
chartreuse morsel,3.0,439,2021-03-12,north,1317.0
chartreuse morsel,3.0,416,2021-03-12,south,1248.0
chartreuse morsel,3.0,490,2021-03-12,east,1470.0
chartreuse morsel,3.0,464,2021-03-12,west,1392.0
periwinkle morsel,1.25,498,2021-03-12,north,622.5
periwinkle morsel,1.25,485,2021-03-12,south,606.25
periwinkle morsel,1.25,487,2021-03-12,east,608.75
periwinkle morsel,1.25,481,2021-03-12,west,601.25
vermilion morsel,4.99,410,2021-03-12,north,2045.9
vermilion morsel,4.99,476,2021-03-12,south,2375.2400000000002
vermilion morsel,4.99,481,2021-03-12,east,2400.19
vermilion morsel,4.99,481,2021-03-12,west,2400.19
lapis morsel,1.99,496,2021-03-12,north,987.04
lapis morsel,1.99,460,2021-03-12,south,915.4
lapis morsel,1.99,479,2021-03-12,east,953.21
lapis morsel,1.99,418,2021-03-12,west,831.82
pink morsel,5.0,413,2021-03-13,north,2065.0
pink morsel,5.0,433,2021-03-13,south,2165.0
pink morsel,5.0,461,2021-03-13,east,2305.0
pink morsel,5.0,420,2021-03-13,west,2100.0
gold morsel,9.99,452,2021-03-13,north,4515.4800000000005
gold morsel,9.99,417,2021-03-13,south,4165.83
gold morsel,9.99,413,2021-03-13,east,4125.87
gold morsel,9.99,465,2021-03-13,west,4645.35
magenta morsel,2.5,462,2021-03-13,north,1155.0
magenta morsel,2.5,447,2021-03-13,south,1117.5
magenta morsel,2.5,442,2021-03-13,east,1105.0
magenta morsel,2.5,427,2021-03-13,west,1067.5
chartreuse morsel,3.0,420,2021-03-13,north,1260.0
chartreuse morsel,3.0,448,2021-03-13,south,1344.0
chartreuse morsel,3.0,417,2021-03-13,east,1251.0
chartreuse morsel,3.0,470,2021-03-13,west,1410.0
periwinkle morsel,1.25,486,2021-03-13,north,607.5
periwinkle morsel,1.25,462,2021-03-13,south,577.5
periwinkle morsel,1.25,460,2021-03-13,east,575.0
periwinkle morsel,1.25,411,2021-03-13,west,513.75
vermilion morsel,4.99,476,2021-03-13,north,2375.2400000000002
vermilion morsel,4.99,471,2021-03-13,south,2350.29
vermilion morsel,4.99,425,2021-03-13,east,2120.75
vermilion morsel,4.99,449,2021-03-13,west,2240.51
lapis morsel,1.99,420,2021-03-13,north,835.8
lapis morsel,1.99,464,2021-03-13,south,923.36
lapis morsel,1.99,428,2021-03-13,east,851.72
lapis morsel,1.99,437,2021-03-13,west,869.63
pink morsel,5.0,449,2021-03-14,north,2245.0
pink morsel,5.0,473,2021-03-14,south,2365.0
pink morsel,5.0,460,2021-03-14,east,2300.0
pink morsel,5.0,468,2021-03-14,west,2340.0
gold morsel,9.99,467,2021-03-14,north,4665.33
gold morsel,9.99,463,2021-03-14,south,4625.37
gold morsel,9.99,443,2021-03-14,east,4425.57
gold morsel,9.99,436,2021-03-14,west,4355.64
magenta morsel,2.5,476,2021-03-14,north,1190.0
magenta morsel,2.5,408,2021-03-14,south,1020.0
magenta morsel,2.5,442,2021-03-14,east,1105.0
magenta morsel,2.5,457,2021-03-14,west,1142.5
chartreuse morsel,3.0,477,2021-03-14,north,1431.0
chartreuse morsel,3.0,430,2021-03-14,south,1290.0
chartreuse morsel,3.0,401,2021-03-14,east,1203.0
chartreuse morsel,3.0,456,2021-03-14,west,1368.0
periwinkle morsel,1.25,404,2021-03-14,north,505.0
periwinkle morsel,1.25,477,2021-03-14,south,596.25
periwinkle morsel,1.25,424,2021-03-14,east,530.0
periwinkle morsel,1.25,465,2021-03-14,west,581.25
vermilion morsel,4.99,447,2021-03-14,north,2230.53
vermilion morsel,4.99,490,2021-03-14,south,2445.1
vermilion morsel,4.99,500,2021-03-14,east,2495.0
vermilion morsel,4.99,425,2021-03-14,west,2120.75
lapis morsel,1.99,406,2021-03-14,north,807.9399999999999
lapis morsel,1.99,402,2021-03-14,south,799.98
lapis morsel,1.99,461,2021-03-14,east,917.39
lapis morsel,1.99,454,2021-03-14,west,903.46
pink morsel,5.0,466,2021-03-15,north,2330.0
pink morsel,5.0,489,2021-03-15,south,2445.0
pink morsel,5.0,478,2021-03-15,east,2390.0
pink morsel,5.0,442,2021-03-15,west,2210.0
gold morsel,9.99,409,2021-03-15,north,4085.9100000000003
gold morsel,9.99,450,2021-03-15,south,4495.5
gold morsel,9.99,464,2021-03-15,east,4635.36
gold morsel,9.99,410,2021-03-15,west,4095.9
magenta morsel,2.5,413,2021-03-15,north,1032.5
magenta morsel,2.5,428,2021-03-15,south,1070.0
magenta morsel,2.5,400,2021-03-15,east,1000.0
magenta morsel,2.5,477,2021-03-15,west,1192.5
chartreuse morsel,3.0,462,2021-03-15,north,1386.0
chartreuse morsel,3.0,415,2021-03-15,south,1245.0
chartreuse morsel,3.0,483,2021-03-15,east,1449.0
chartreuse morsel,3.0,489,2021-03-15,west,1467.0
periwinkle morsel,1.25,415,2021-03-15,north,518.75
periwinkle morsel,1.25,444,2021-03-15,south,555.0
periwinkle morsel,1.25,498,2021-03-15,east,622.5
periwinkle morsel,1.25,456,2021-03-15,west,570.0
vermilion morsel,4.99,439,2021-03-15,north,2190.61
vermilion morsel,4.99,454,2021-03-15,south,2265.46
vermilion morsel,4.99,470,2021-03-15,east,2345.3
vermilion morsel,4.99,500,2021-03-15,west,2495.0
lapis morsel,1.99,467,2021-03-15,north,929.33
lapis morsel,1.99,482,2021-03-15,south,959.18
lapis morsel,1.99,458,2021-03-15,east,911.42
lapis morsel,1.99,436,2021-03-15,west,867.64
pink morsel,5.0,473,2021-03-16,north,2365.0
pink morsel,5.0,500,2021-03-16,south,2500.0
pink morsel,5.0,447,2021-03-16,east,2235.0
pink morsel,5.0,496,2021-03-16,west,2480.0
gold morsel,9.99,497,2021-03-16,north,4965.03
gold morsel,9.99,440,2021-03-16,south,4395.6
gold morsel,9.99,415,2021-03-16,east,4145.85
gold morsel,9.99,442,2021-03-16,west,4415.58
magenta morsel,2.5,447,2021-03-16,north,1117.5
magenta morsel,2.5,450,2021-03-16,south,1125.0
magenta morsel,2.5,438,2021-03-16,east,1095.0
magenta morsel,2.5,410,2021-03-16,west,1025.0
chartreuse morsel,3.0,411,2021-03-16,north,1233.0
chartreuse morsel,3.0,419,2021-03-16,south,1257.0
chartreuse morsel,3.0,418,2021-03-16,east,1254.0
chartreuse morsel,3.0,468,2021-03-16,west,1404.0
periwinkle morsel,1.25,443,2021-03-16,north,553.75
periwinkle morsel,1.25,436,2021-03-16,south,545.0
periwinkle morsel,1.25,415,2021-03-16,east,518.75
periwinkle morsel,1.25,411,2021-03-16,west,513.75
vermilion morsel,4.99,442,2021-03-16,north,2205.58
vermilion morsel,4.99,442,2021-03-16,south,2205.58
vermilion morsel,4.99,468,2021-03-16,east,2335.32
vermilion morsel,4.99,482,2021-03-16,west,2405.1800000000003
lapis morsel,1.99,413,2021-03-16,north,821.87
lapis morsel,1.99,467,2021-03-16,south,929.33
lapis morsel,1.99,403,2021-03-16,east,801.97
lapis morsel,1.99,462,2021-03-16,west,919.38
pink morsel,5.0,413,2021-03-17,north,2065.0
pink morsel,5.0,465,2021-03-17,south,2325.0
pink morsel,5.0,496,2021-03-17,east,2480.0
pink morsel,5.0,453,2021-03-17,west,2265.0
gold morsel,9.99,472,2021-03-17,north,4715.28
gold morsel,9.99,432,2021-03-17,south,4315.68
gold morsel,9.99,437,2021-03-17,east,4365.63
gold morsel,9.99,447,2021-03-17,west,4465.53
magenta morsel,2.5,407,2021-03-17,north,1017.5
magenta morsel,2.5,419,2021-03-17,south,1047.5
magenta morsel,2.5,445,2021-03-17,east,1112.5
magenta morsel,2.5,467,2021-03-17,west,1167.5
chartreuse morsel,3.0,422,2021-03-17,north,1266.0
chartreuse morsel,3.0,417,2021-03-17,south,1251.0
chartreuse morsel,3.0,472,2021-03-17,east,1416.0
chartreuse morsel,3.0,442,2021-03-17,west,1326.0
periwinkle morsel,1.25,468,2021-03-17,north,585.0
periwinkle morsel,1.25,438,2021-03-17,south,547.5
periwinkle morsel,1.25,406,2021-03-17,east,507.5
periwinkle morsel,1.25,476,2021-03-17,west,595.0
vermilion morsel,4.99,485,2021-03-17,north,2420.15
vermilion morsel,4.99,428,2021-03-17,south,2135.7200000000003
vermilion morsel,4.99,418,2021-03-17,east,2085.82
vermilion morsel,4.99,479,2021-03-17,west,2390.21
lapis morsel,1.99,449,2021-03-17,north,893.51
lapis morsel,1.99,488,2021-03-17,south,971.12
lapis morsel,1.99,480,2021-03-17,east,955.2
lapis morsel,1.99,451,2021-03-17,west,897.49
pink morsel,5.0,488,2021-03-18,north,2440.0
pink morsel,5.0,404,2021-03-18,south,2020.0
pink morsel,5.0,423,2021-03-18,east,2115.0
pink morsel,5.0,415,2021-03-18,west,2075.0
gold morsel,9.99,412,2021-03-18,north,4115.88
gold morsel,9.99,455,2021-03-18,south,4545.45
gold morsel,9.99,437,2021-03-18,east,4365.63
gold morsel,9.99,477,2021-03-18,west,4765.2300000000005
magenta morsel,2.5,443,2021-03-18,north,1107.5
magenta morsel,2.5,482,2021-03-18,south,1205.0
magenta morsel,2.5,455,2021-03-18,east,1137.5
magenta morsel,2.5,453,2021-03-18,west,1132.5
chartreuse morsel,3.0,483,2021-03-18,north,1449.0
chartreuse morsel,3.0,484,2021-03-18,south,1452.0
chartreuse morsel,3.0,491,2021-03-18,east,1473.0
chartreuse morsel,3.0,405,2021-03-18,west,1215.0
periwinkle morsel,1.25,427,2021-03-18,north,533.75
periwinkle morsel,1.25,458,2021-03-18,south,572.5
periwinkle morsel,1.25,457,2021-03-18,east,571.25
periwinkle morsel,1.25,488,2021-03-18,west,610.0
vermilion morsel,4.99,487,2021-03-18,north,2430.13
vermilion morsel,4.99,457,2021-03-18,south,2280.4300000000003
vermilion morsel,4.99,412,2021-03-18,east,2055.88
vermilion morsel,4.99,409,2021-03-18,west,2040.91
lapis morsel,1.99,436,2021-03-18,north,867.64
lapis morsel,1.99,473,2021-03-18,south,941.27
lapis morsel,1.99,438,2021-03-18,east,871.62
lapis morsel,1.99,499,2021-03-18,west,993.01
pink morsel,5.0,407,2021-03-19,north,2035.0
pink morsel,5.0,499,2021-03-19,south,2495.0
pink morsel,5.0,468,2021-03-19,east,2340.0
pink morsel,5.0,444,2021-03-19,west,2220.0
gold morsel,9.99,465,2021-03-19,north,4645.35
gold morsel,9.99,442,2021-03-19,south,4415.58
gold morsel,9.99,451,2021-03-19,east,4505.49
gold morsel,9.99,404,2021-03-19,west,4035.96
magenta morsel,2.5,499,2021-03-19,north,1247.5
magenta morsel,2.5,484,2021-03-19,south,1210.0
magenta morsel,2.5,429,2021-03-19,east,1072.5
magenta morsel,2.5,451,2021-03-19,west,1127.5
chartreuse morsel,3.0,451,2021-03-19,north,1353.0
chartreuse morsel,3.0,441,2021-03-19,south,1323.0
chartreuse morsel,3.0,441,2021-03-19,east,1323.0
chartreuse morsel,3.0,429,2021-03-19,west,1287.0
periwinkle morsel,1.25,499,2021-03-19,north,623.75
periwinkle morsel,1.25,448,2021-03-19,south,560.0
periwinkle morsel,1.25,400,2021-03-19,east,500.0
periwinkle morsel,1.25,480,2021-03-19,west,600.0
vermilion morsel,4.99,495,2021-03-19,north,2470.05
vermilion morsel,4.99,466,2021-03-19,south,2325.34
vermilion morsel,4.99,480,2021-03-19,east,2395.2000000000003
vermilion morsel,4.99,477,2021-03-19,west,2380.23
lapis morsel,1.99,443,2021-03-19,north,881.57
lapis morsel,1.99,472,2021-03-19,south,939.28
lapis morsel,1.99,427,2021-03-19,east,849.73
lapis morsel,1.99,446,2021-03-19,west,887.54
pink morsel,5.0,476,2021-03-20,north,2380.0
pink morsel,5.0,472,2021-03-20,south,2360.0
pink morsel,5.0,465,2021-03-20,east,2325.0
pink morsel,5.0,468,2021-03-20,west,2340.0
gold morsel,9.99,473,2021-03-20,north,4725.27
gold morsel,9.99,406,2021-03-20,south,4055.94
gold morsel,9.99,495,2021-03-20,east,4945.05
gold morsel,9.99,452,2021-03-20,west,4515.4800000000005
magenta morsel,2.5,492,2021-03-20,north,1230.0
magenta morsel,2.5,462,2021-03-20,south,1155.0
magenta morsel,2.5,419,2021-03-20,east,1047.5
magenta morsel,2.5,488,2021-03-20,west,1220.0
chartreuse morsel,3.0,427,2021-03-20,north,1281.0
chartreuse morsel,3.0,461,2021-03-20,south,1383.0
chartreuse morsel,3.0,483,2021-03-20,east,1449.0
chartreuse morsel,3.0,402,2021-03-20,west,1206.0
periwinkle morsel,1.25,404,2021-03-20,north,505.0
periwinkle morsel,1.25,441,2021-03-20,south,551.25
periwinkle morsel,1.25,457,2021-03-20,east,571.25
periwinkle morsel,1.25,464,2021-03-20,west,580.0
vermilion morsel,4.99,476,2021-03-20,north,2375.2400000000002
vermilion morsel,4.99,449,2021-03-20,south,2240.51
vermilion morsel,4.99,408,2021-03-20,east,2035.92
vermilion morsel,4.99,453,2021-03-20,west,2260.4700000000003
lapis morsel,1.99,471,2021-03-20,north,937.29
lapis morsel,1.99,453,2021-03-20,south,901.47
lapis morsel,1.99,456,2021-03-20,east,907.4399999999999
lapis morsel,1.99,424,2021-03-20,west,843.76
pink morsel,5.0,460,2021-03-21,north,2300.0
pink morsel,5.0,406,2021-03-21,south,2030.0
pink morsel,5.0,422,2021-03-21,east,2110.0
pink morsel,5.0,498,2021-03-21,west,2490.0
gold morsel,9.99,419,2021-03-21,north,4185.81
gold morsel,9.99,449,2021-03-21,south,4485.51
gold morsel,9.99,490,2021-03-21,east,4895.1
gold morsel,9.99,457,2021-03-21,west,4565.43
magenta morsel,2.5,488,2021-03-21,north,1220.0
magenta morsel,2.5,466,2021-03-21,south,1165.0
magenta morsel,2.5,431,2021-03-21,east,1077.5
magenta morsel,2.5,420,2021-03-21,west,1050.0
chartreuse morsel,3.0,473,2021-03-21,north,1419.0
chartreuse morsel,3.0,461,2021-03-21,south,1383.0
chartreuse morsel,3.0,463,2021-03-21,east,1389.0
chartreuse morsel,3.0,405,2021-03-21,west,1215.0
periwinkle morsel,1.25,454,2021-03-21,north,567.5
periwinkle morsel,1.25,451,2021-03-21,south,563.75
periwinkle morsel,1.25,409,2021-03-21,east,511.25
periwinkle morsel,1.25,434,2021-03-21,west,542.5
vermilion morsel,4.99,435,2021-03-21,north,2170.65
vermilion morsel,4.99,494,2021-03-21,south,2465.06
vermilion morsel,4.99,465,2021-03-21,east,2320.35
vermilion morsel,4.99,477,2021-03-21,west,2380.23
lapis morsel,1.99,499,2021-03-21,north,993.01
lapis morsel,1.99,424,2021-03-21,south,843.76
lapis morsel,1.99,471,2021-03-21,east,937.29
lapis morsel,1.99,427,2021-03-21,west,849.73
pink morsel,5.0,484,2021-03-22,north,2420.0
pink morsel,5.0,406,2021-03-22,south,2030.0
pink morsel,5.0,490,2021-03-22,east,2450.0
pink morsel,5.0,463,2021-03-22,west,2315.0
gold morsel,9.99,410,2021-03-22,north,4095.9
gold morsel,9.99,489,2021-03-22,south,4885.11
gold morsel,9.99,488,2021-03-22,east,4875.12
gold morsel,9.99,410,2021-03-22,west,4095.9
magenta morsel,2.5,424,2021-03-22,north,1060.0
magenta morsel,2.5,471,2021-03-22,south,1177.5
magenta morsel,2.5,435,2021-03-22,east,1087.5
magenta morsel,2.5,421,2021-03-22,west,1052.5
chartreuse morsel,3.0,495,2021-03-22,north,1485.0
chartreuse morsel,3.0,451,2021-03-22,south,1353.0
chartreuse morsel,3.0,445,2021-03-22,east,1335.0
chartreuse morsel,3.0,472,2021-03-22,west,1416.0
periwinkle morsel,1.25,411,2021-03-22,north,513.75
